GEOG,2000_POP,2010_POP,TOT_POP,UND19,A20_34,A35_49,A50_64,A65_74,A75_84,OV85,MED_AGE,WHITE,HISP,BLACK,ASIAN,OTHER,POP_HH,POP_16OV,IN_LBFRC,EMP,UNEMP,NOT_IN_LBFRC,WORK_AT_HOME,TOT_COMM,DROVE_AL,CARPOOL,TRANSIT,WALK_BIKE,COMM_OTHER,AGG_TT,NO_VEH,ONE_VEH,TWO_VEH,THREEOM_VEH,POP_25OV,LT_HS,HS,SOME_COLL,ASSOC,BACH,GRAD_PROF,INC_LT_25K,INC_25_50K,INC_50_75K,INC_75_100K,INC_100_150K,INC_GT_150,MEDINC,TOT_HH,OWN_OCC_HU,RENT_OCC_HU,VAC_HU,HU_TOT,HU_SNG_DET,HU_SNG_ATT,HU_2UN,HU_3_4UN,HU_GT_5UN,MED_ROOMS,HA_AFT2000,HA_70_00,HA_40_70,HA_BEF1940,MED_HA,BR_0_1,BR_2,BR_3,BR_4,BR_5,HV_LT_150K,HV_150_300K,HV_300_500K,HV_GT_500K,MED_HV,TOT_EMP_RES,RES_NAICS1_TYPE,RES_NAICS2_TYPE,RES_NAICS3_TYPE,RES_NAICS4_TYPE,RES_NAICS5_TYPE,RES_NAICS1_COUNT,RES_NAICS2_COUNT,RES_NAICS3_COUNT,RES_NAICS4_COUNT,RES_NAICS5_COUNT,TOT_EMP_WORK,WORK_NAICS1_TYPE,WORK_NAICS2_TYPE,WORK_NAICS3_TYPE,WORK_NAICS4_TYPE,WORK_NAICS5_TYPE,WORK_NAICS1_COUNT,WORK_NAICS2_COUNT,WORK_NAICS3_COUNT,WORK_NAICS4_COUNT,WORK_NAICS5_COUNT,RES_CITY1_TYPE,RES_CITY2_TYPE,RES_CITY3_TYPE,RES_CITY4_TYPE,RES_CITY5_TYPE,RES_CITY1_COUNT,RES_CITY2_COUNT,RES_CITY3_COUNT,RES_CITY4_COUNT,RES_CITY5_COUNT,WORK_CITY1_TYPE,WORK_CITY2_TYPE,WORK_CITY3_TYPE,WORK_CITY4_TYPE,WORK_CITY5_TYPE,WORK_CITY1_COUNT,WORK_CITY2_COUNT,WORK_CITY3_COUNT,WORK_CITY4_COUNT,WORK_CITY5_COUNT,IDES_START_EMP,IDES_MID_EMP,IDES_CURR_EMP,AVG_VMT,RET_SALES,GEN_MERCH,RES_EAV,CMRCL_EAV,IND_EAV,RAIL_EAV,FARM_EAV,MIN_EAV,TOT_EAV,WALKSCORE,OPEN_SPACE_PER_1000,TOT_ACRES,SF,Sfperc,MF,Mfperc,MIX,MIXperc,COMM,COMMperc,INST,INSTperc,IND,INDperc,TRANS,TRANSperc,AG,Agperc,OPEN,OPENperc,VACANT,VACperc,CT_1PHH,CT_2PHH,CT_3PHH,CT_4MPHH,CT_FAM_HH,CT_SP_WCHILD,CT_NONFAM_HH,HCUND20K,HCUND20K_LT20PCT,HCUND20K_20_29PCT,HCUND20K_30MPCT,HC20Kto49K,HC20Kto49K_LT20PCT,HC20Kto49K_20_29PCT,HC20Kto49K_30MPCT,HC50Kto75K,HC50Kto75K_LT20PCT,HC50Kto75K_20_29PCT,HC50Kto75K_30MPCT,HCOV75K,HCOV75K_LT20PCT,HCOV75K_20_29PCT,HCOV75K_30MPCT,NATIVE,FOR_BORN,POP_OV5,ONLY_ENGLISH,NOT_ENGLISH,LING_ISO,ENGLISH,SPANISH,SLAVIC,CHINESE,TAGALOG,ARABIC,KOREAN,OTHER_ASIAN,OTHER_EURO,OTHER_UNSPEC,2000_WHITE,2000_HISP,2000_BLACK,2000_ASIAN,2000_OTHER,2000_UND19,2000_A20_34,2000_A35_49,2000_A50_64,2000_OV65,2000_MED_AGE,2000_TOT_HH,2000_OWN_OCC_HU,2000_RENT_OCC_HU,2000_VAC_HU,2000_HU_TOT,2000_LT_HS,2000_HS,2000_SOME_COLL,2000_ASSOC,2000_BACH,2000_GRAD_PROF,2000_POP_25OV,HT_Cost_Typical,HT_Cost_Mod,H_Cost_Typical,H_Cost_Mod,T_Cost_Typical,T_Cost_Mod
Montclare,12646,13426,13863.56562,3509.526434,3128.665805,2694.407394,2276.363772,1383.617376,611.4177447,259.5670979,36.76123768,4157.870242,8494.921999,415.3053603,456.8791127,338.5889094,13806.82474,10978.3371,6859.07527,6394.686695,436.3885756,4119.261831,162.3326797,6159.209372,4592.714888,557.6614371,733.3432216,121.9401813,153.5496443,0,742.3014323,1663.805416,1503.926629,694.4170627,9367.316085,1932.649168,2852.382257,2072.113865,974.1005541,966.9730134,569.0972277,1262.185565,1203.676975,571.1855666,438.6575027,704.9095069,422.0297821,45316.63462,4602.644899,2945.145316,1656.784714,496.0561276,5097.900967,2817.272335,124.2583423,538.2917114,352.1646928,1265.913885,5.611316997,596.1334762,863.1980624,1914.53283,1724.036598,1948.799491,788.618945,2052.689988,1144.940796,712.1345527,399.5166847,360.5246274,1819.729667,715.7938142,49.23253155,231997.5647,5288,Health Care,Retail Trade,Manufacturing,Accommodation and Food Service,Administration,675,627,595,502,436,2088,Health Care,Retail Trade,Manufacturing,Accommodation and Food Service,Construction,622,618,318,115,74,Outside of Chicago,The Loop,Near North Side,Near West Side,Montclare,2603,837,250,182,123,Outside of Chicago,Montclare,Belmont Cragin,Austin,Dunning,1150,123,109,91,61,,,,14282.28786,,,,,,,,,,,1.273575786,633.066887,249.1458435,0.393553744,66.42205589,0.104921071,5.827577207,0.00920531,55.15908079,0.087129941,28.52730642,0.045062073,19.82620833,0.031317715,193.1690767,0.305132176,n/a,n/a,10.45541153,0.016515493,4.534326683,0.007162476,1280.407787,1291.979381,709.7903775,1320.467353,3153.439861,412.7869414,1449.205038,885.9545419,12.99999996,0,872.954542,1445.631573,104.4162676,294.6881966,1046.527109,549.6076534,136.7400314,246.3181808,166.5494412,1551.424237,1076.145929,421.6826141,53.59569361,8891.639373,3922.004175,12813.64355,4541.967885,8271.675663,3341.379508,4541.967885,6215.709732,1632.827171,9.000000054,45.4483945,18.15714633,76.00000043,0.4339299,266.0992889,8.000000048,6892,4865,264,337,288,,,,,,,,,,,,,,,,,,,,,,,,
Morgan Park,25226,22544,21694.36365,5440.524724,3238.354069,4042.599683,4946.009572,2106.049443,1262.736843,658.0893143,43.4714565,5885.205748,923.1658698,14274.47847,23.00000006,588.5135565,21348.72527,17621.34265,10141.72633,8974.604347,1167.107811,7479.616322,461.1747921,8295.3209,6082.165848,636.6188623,1341.318879,176.111017,59.10629336,0,1030.982905,3763.104583,2420.217102,877.2914534,14936.74482,1253.295056,3336.862841,3537.125998,1225.602871,2961.250401,2622.607657,1987.347985,1600.6337,1263.615384,945.2014652,1235.67033,1061.084249,61032.15909,8093.553112,5691.814432,2402.268041,928.4981685,9022.608247,6413.57732,356.8969072,422.9999999,468.9999997,1348.13402,6.60434156,380.742268,1222.020619,4854.721649,2565.123711,1952.744547,855.5979379,1971,3874.639175,1975.371134,346.0000001,1876.014652,2657.201465,916.29304,242,206027.8883,9431,Education,Health Care,Public Administration,Retail Trade,Accommodation and Food Service,1505,1455,1127,832,677,2910,Health Care,Retail Trade,Accommodation and Food Service,Professional,Education,850,631,283,261,214,Outside of Chicago,The Loop,Near North Side,Near West Side,Morgan Park,3765,2646,497,420,181,Outside of Chicago,Morgan Park,Beverly,West Pullman,Roseland,1604,181,119,73,61,,,,15351.64148,,,,,,,,,,,3.58296096,2109.213554,907.7430401,0.430370381,70.63618265,0.033489346,6.631301153,0.003143969,106.7507638,0.050611643,183.0895986,0.086804676,63.01707194,0.029877047,645.8754783,0.306216256,n/a,n/a,68.49480755,0.032474098,56.97530954,0.027012585,2792.282051,2110.168499,1440.113552,1750.989011,5156.860805,773.2307695,2936.692307,1074.504576,69.05407565,32.10815122,973.3423487,2099.392053,332.1749512,534.8811147,1232.335988,1264.138771,502.2576554,439.6330031,322.2481125,3195.528834,2346.166208,613.2958263,236.0667998,19929.24024,593.3983453,20522.63858,19563.95527,958.6833133,251.6613797,19563.95527,599.1282266,9.082672515,26.99999991,7.203138199,15.00944824,4.99999998,12.00000001,240.1464483,44.11337949,7510,533,16816,83,284,,,,,,,,,,,,,,,,,,,,,,,,
Mount Greenwood,18820,19093,19342.00001,5231.000003,3584.000003,3936.000004,4093.000002,1389.000001,718.0000005,391.0000002,37.96193772,16297.00001,1838.000001,615.0000016,370.0000001,222,18615,15287.00007,9921.00005,9561.000048,360.0000021,5366.000023,257.0000012,9069.000045,7525.000037,512.0000041,695.0000034,216.0000002,121.0000002,135790.0012,312.9999993,2007.999995,3378.999991,1050.999998,13005.00001,563.0000002,3011.000001,3434.000002,901.000001,3166.000003,1930.000002,657.0000001,938.0000001,808.0000001,1038,1700,1610,98422.447,6751,5806.999997,943.9999991,322.9999999,7073.999996,6088.999997,27.99999999,35.00000003,174.9999999,746.9999993,6.401842257,315.9999998,1089.999999,5155.999997,511.9999999,1955.464119,510.9999994,1548,3573.999998,1095.999999,344.9999997,525.0000001,3739,1427,116,243130.5638,10198,Public Administration,Education,Health Care,Accommodation and Food Service,Retail Trade,2081,1922,1081,669,652,2682,Education,Retail Trade,Health Care,Other Service,Administration,958,441,414,213,182,Outside of Chicago,The Loop,Near North Side,Near West Side,Mount Greenwood,4403,3687,314,281,231,Outside of Chicago,Mount Greenwood,Beverly,Morgan Park,Chicago Lawn,1679,231,91,54,36,,,,19147.85135,,,,,,,,,,,2.569410486,1735.176548,747.9272577,0.431038132,19.69116268,0.011348219,7.91974293,0.004564229,36.74414787,0.021176028,524.1491926,0.302072543,0.181815787,0.000104782,365.2657538,0.210506392,n/a,n/a,30.37498515,0.017505415,2.922489367,0.001684261,1729,2216,971.9999999,1834,4789,376.0000002,1962,476.9999989,8.999999964,6.999999979,460.999999,1062.999997,227.9999995,300.9999992,533.9999986,807.9999979,348.9999991,227.9999994,230.9999993,4320.999989,3069.999992,1011.999998,238.9999995,17154.00008,809.0000026,17963.00009,16803.00008,1160.000003,283.0000007,16803.00008,478.0000013,233.0000004,58.00000006,44.00000004,13.00000004,31.00000005,33.00000001,270.0000008,0,17127,723,672,61,237,,,,,,,,,,,,,,,,,,,,,,,,
Near North Side,72811,80484,89994.99999,7988.999999,37223.99999,15675,14851,8926.999999,4136,1193,34.92502262,63901.99999,5243.999999,7318.999999,11222,2308,87789.99998,83688.00002,62727.00002,60664.00002,2063,20961,4904.000002,54847.00001,15092,1564,15685,18573.00001,3933.000001,91630.00007,23515,26591,5226.000001,516.0000005,75495.99999,1557,3873.999999,6951.999999,2243,31565,29305,8354.999999,5385,7273.999999,6984.999999,9534.999998,18314,99731.56764,55847.99999,23897,31951,10916,66764,1566,1802,515.9999998,1177,61676,3.65189606,19167,24957,12699,9940.999999,1981.629221,38046,19741,7159,1383,435,931.9999999,5442.999999,6769.999998,8795.999999,435570.3704,49177,Professional,Finance,Health Care,Education,Accommodation and Food Service,10988,6139,5094,3876,3259,177964,Accommodation and Food Service,Professional,Health Care,Retail Trade,Administration,28912,28810,21172,17408,15438,The Loop,Outside of Chicago,Near North Side,Near West Side,Hyde Park,16085,13396,9636,3513,686,Outside of Chicago,Near North Side,Lake View,West Town,Lincoln Park,77520,9636,8870,6258,4982,,,,5747.159759,,,,,,,,,,,2.311321129,1754.479942,86.01537429,0.049026137,294.4461692,0.167825327,22.61736701,0.012891209,296.5091104,0.16900114,121.1155957,0.069032192,82.6972892,0.04713493,715.4540417,0.40778696,0.981433057,0.000559387,74.51568336,0.042471664,60.127878,0.034271055,32418.99999,18966,3013,1450,17039,1518,38808.99999,5719.999999,92.99999998,557.9999993,5068.999999,6313.999998,597.9999994,649.9999995,5065.999999,7252,618.9999999,2086,4547,34606,20622,10004,3980,71615.00002,14529,86144.00002,69956.00002,16188,3219,69956.00002,3290,1618.000001,2435,528.0000003,555.0000001,689.0000001,1349.000001,5240.000001,484,50397,2805,13884,4434,1291,,,,,,,,,,,,,,,,,,,,,,,,
Near South Side,9509,21390,24343.00002,3327.000002,8047.000004,6011.000005,4500.000004,1792.000001,590.0000005,76.00000006,36.63892315,11561.00001,991,5979.000003,5007.000004,805.0000001,24169.00001,21213.00154,17062.00129,16743.00126,307.0000257,4151.000255,1280.000106,15177.00113,6910.000518,885.0000644,4531.000333,2048.000153,803.0000638,47744.99995,2487.999998,9107.999991,2158.999998,186.9999998,20070.00001,658.9999998,1318,2638.000002,752.0000003,6496.000006,8207.000006,2688.000001,1164,1458.000001,1613.000001,2837.000001,4182.000002,100719.856,13942.00001,7809.999999,6131.999999,1068,15010,380,1255.000001,69.00000002,86.00000001,13208,3.82247151,9237.999998,2803,931,2038,2001.967306,5376.999999,7397.999998,1848,327,60.00000001,117,1522,3765.000001,2307.000001,393444.3508,12151,Professional,Health Care,Education,Finance,Administration,2061,1747,1504,1286,800,14066,Arts and Entertainment,Accommodation and Food Service,Administration,Health Care,Construction,3872,2433,2271,1906,859,The Loop,Outside of Chicago,Near North Side,Near West Side,Hyde Park,3797,3435,1280,1022,713,Outside of Chicago,Lake View,Near South Side,Bridgeport,South Shore,5033,289,286,248,232,,,,10027.92772,,,,,,,,,,,15.32005461,1140.882985,57.52178512,0.050418655,96.60264637,0.08467358,8.569154193,0.007510984,320.7804734,0.281168602,48.58663805,0.042586872,21.7436975,0.019058657,335.4359809,0.29401436,n/a,n/a,167.9897781,0.147245406,83.65283124,0.073322884,7361.000003,4882.000002,875.0000004,824.0000004,5485.000003,552.0000003,8457.000004,2016.999998,205.9999998,187.9999998,1622.999998,1561.999998,182.9999998,109.9999999,1268.999999,1414.999999,144.9999999,244.9999998,1024.999999,8597.999991,4787.999995,2880.999997,928.9999991,17897.0013,5448.000401,23345.0017,17348.00125,5997.000448,1171.000064,17348.00125,613.0000498,391.0000296,983.0000417,580.0000494,215.000018,187.0000152,530.000045,2334.000187,164.0000117,2393,377,6052,516,171,,,,,,,,,,,,,,,,,,,,,,,,
Near West Side,46419,54881,62733.00001,11833,26644,12873,6857.000001,2981,1209,336.0000001,30.87222803,25940,5889.999998,17616,11658,1629,57166.99999,54581.00003,38745.00002,35679.00002,3034.000002,15836.00001,2209,32866.00002,11398.00001,1286.000001,9163.000003,10146.00001,873.0000006,241010.0004,9792.999999,13717,4187,510.9999999,42722,3186,4679,4540,1534,15259,13524,6920.000002,2696,3445.999999,3037.999998,4882.999998,7224.999996,83574.72018,28207.99999,9925.999999,18282,3300.999999,31509,1176,2713.000001,1555.000001,3083,22932,3.90648267,12443.99999,8214.000002,2948.000001,7903.000001,1989.851789,14020,10841,5012,1239,397.0000001,441.9999999,2945.999999,4157.999998,2262.999998,359540.636,29186,Professional,Health Care,Finance,Education,Administration,5328,3774,3010,2556,2252,125239,Health Care,Professional,Finance,Administration,Accommodation and Food Service,23215,17501,16298,13863,9893,Outside of Chicago,The Loop,Near West Side,Near North Side,West Town,8632,8318,3829,3189,562,Outside of Chicago,Lake View,West Town,Near West Side,Near North Side,61294,4349,4094,3829,3513,,,,8316.880903,,,,,,,,,,,1.483719817,3638.486377,146.5042512,0.040265164,351.1633728,0.096513587,47.57509833,0.013075519,392.9418268,0.107995959,567.4873173,0.155967965,300.5062441,0.082591004,1571.425148,0.431889798,n/a,n/a,55.64927728,0.015294623,205.2338412,0.056406379,13040,9241.999996,3199.000001,2727,10452,1738.000001,17755.99999,4670.999999,240.9999999,647.9999999,3781.999999,3560,345.9999998,642.9999998,2571,3440.999999,549.9999995,823.9999998,2067,15108,8917.000002,4840.000001,1351.000001,47636.00003,11422.00001,59058.00003,45136.00002,13922.00001,3847.000001,45136.00002,3347.000001,620.0000003,3177.000002,359.0000005,359.0000002,562.0000007,1409.000001,3771.000003,318,11731,4415,24546,4861,866,,,,,,,,,,,,,,,,,,,,,,,,
New City,51721,44377,39463.09697,12518.13654,9407.741659,7172.154382,5920.720714,2787.951901,1413.391776,242.9999999,30.98723544,4597.857253,24384.74476,9316.033359,801.5065941,362.9550036,39077.89473,29377.89311,18332.08569,15178.64678,3153.43891,11045.80742,302.8023236,14623.11593,7635.491912,2666.550694,3211.909758,1003.834262,105.3293013,103255,3413.445074,5308.272857,2545.059533,1203.89511,23783.26144,6719.217222,11078.70287,3176.391777,1015.723041,1219.036462,574.1900699,4603.684211,3966.68421,1976.736842,1032.947368,615.736842,270.6315787,33227.28322,12466.42105,4369.718686,8092.172486,3121.473684,15582.93429,3702.201232,204.1047229,6685.139631,3584.488707,1348,5.348680812,744.2710475,1874.96304,4607.839837,8355.86037,1766.079014,1632.858317,6663.882958,5238.59959,1371.195072,676.3983572,2350.157894,1683.263158,251.4210523,82.6842105,138758.7114,12208,Accommodation and Food Service,Administration,Manufacturing,Health Care,Retail Trade,1482,1421,1389,1383,1340,11806,Manufacturing,Wholesale Trade,Retail Trade,Transportation,Other Service,4014,2004,1207,938,796,Outside of Chicago,The Loop,Near North Side,New City,Near West Side,4735,1695,718,671,601,Outside of Chicago,New City,Brighton Park,Chicago Lawn,Gage Park,5366,671,435,325,258,,,,11108.90407,,,,,,,,,,,1.722084006,3090.839378,244.780284,0.079195407,330.2377456,0.106844033,31.0413489,0.010043016,162.7661751,0.052660833,87.99330195,0.028469063,702.6391415,0.227329555,1141.026401,0.369163926,n/a,n/a,83.303435,0.026951719,307.0515449,0.099342446,3478.789473,2781.842105,2271.052632,3934.736841,8173.05263,2193.315789,4293.368421,2780.630049,175,105.9999999,2499.630049,5332.306874,853.5166547,1826.630049,2652.16017,1965.965983,962.6435154,650.8660529,352.4564142,1920.284197,1501.1219,312.7859677,106.376329,24659.53404,11575.85363,36235.38768,15355.21513,20880.17255,10230.91968,15355.21513,19885.56015,212.8083717,527.4009234,26.56883654,36.40914637,6.888216881,113.7604651,57.79240281,12.98403097,6789,25948,18252,146,586,,,,,,,,,,,,,,,,,,,,,,,,
North Center,31895,31867,35704.99999,9150.999998,9093.999999,10025,4726.999999,1505,815.9999999,386.9999999,34.55326656,27682.99999,4075.000002,591,1777,1578.999999,35624,27251.99997,22208.99998,21468.99998,723.999999,5042.999994,2099.999997,19197.99998,9508.999991,1116,6761.999993,1571.999998,238.9999996,0,1794.999999,7111.999996,4708.999995,643.999999,25205,1373,1859,2728,691.0000001,10898,7655.999998,1153,1429,1638,1889,2820,5331,115756.1728,14260,8118.000004,6142.000003,1902.999999,16163.00001,4608.000002,663.0000001,3338.000002,3281.000002,4264.000003,5.837996862,3244.000002,1841.000002,1696,9382.000006,1772.475485,2523.000002,6374.000004,4049.000002,2033.000001,1184.000001,193.9999999,1037,2246.000001,4232.999999,550399.9999,16678,Professional,Health Care,Finance,Education,Accommodation and Food Service,2806,1845,1792,1490,1412,11541,Finance,Retail Trade,Manufacturing,Professional,Accommodation and Food Service,2622,1210,1050,1024,991,Outside of Chicago,The Loop,Near North Side,Near West Side,Lake View,4782,4430,2129,1202,595,Outside of Chicago,North Center,Lake View,Irving Park,Uptown,4894,573,496,330,324,,,,11369.62313,,,,,,,,,,,1.351163559,1309.783474,238.6779324,0.182227015,303.3328493,0.231590072,46.82747115,0.035752071,73.45385682,0.056080916,76.23412486,0.058203609,87.00025744,0.066423389,437.1404076,0.333750132,n/a,n/a,38.67218846,0.029525635,8.444386415,0.006447162,4091,4644,2506,3018.999999,8193.999999,661.9999998,6066,727.9999995,10.99999998,55,661.9999995,1756.999998,123.9999999,179.9999997,1452.999999,1586.999999,249.9999997,609.9999996,727,9999.999992,6177.999996,2818.999997,1002.999999,28806.99997,3712.999996,32519.99996,27601.99997,4917.999994,1277.999998,27601.99997,2623.999997,338.9999995,129.9999999,306.9999999,79.99999976,76.9999998,228.9999997,999.999999,131.9999999,21938,6496,1333,1324,804,,,,,,,,,,,,,,,,,,,,,,,,
North Lawndale,41768,35912,33854.00001,10782,8284.000001,5939.000001,5278.000002,2150.000001,1007,414.0000002,30.42362003,1017,2990.000002,29585.00001,56.00000009,206.0000003,32859,25203.00001,13244.00001,10928,2316.000001,11959,431,10319,4783.000002,990.0000002,3921.000002,450.0000005,175,50815.00015,4742.000009,4384.000011,1626.000003,442.0000008,19855,4863.000001,6196.000001,5185.000002,1154,1674,783.0000001,5343,2914,1268,853.9999999,611.9999999,203,26781.20617,11194,2737.000001,8457.000003,3371.999999,14566.00001,1583,375.0000001,4139.000002,5230.000003,3239.000001,5.456244303,1706,1583.000001,2293.000001,8984.000004,1777.040294,1538,5312.000002,6048.000003,1341,327,1285,1151,207.9999999,92.9999999,155205.7356,10966,Health Care,Administration,Retail Trade,Accommodation and Food Service,Transportation,1957,1499,1335,1191,777,8472,Health Care,Manufacturing,Education,Information,Retail Trade,2984,1266,1113,773,384,Outside of Chicago,The Loop,Near North Side,Near West Side,West Town,4341,1490,754,707,376,Outside of Chicago,North Lawndale,South Lawndale,Austin,West Town,3752,317,274,273,216,,,,8638.589659,,,,,,,,,,,2.113930777,2054.348526,112.5788429,0.054800265,353.5450887,0.172095963,20.74211119,0.010096686,72.11596276,0.035104055,126.7695824,0.061707924,227.8500305,0.110911088,671.9076839,0.327066063,n/a,n/a,171.4374588,0.08345101,297.4017653,0.144766948,3482,2745,2132,2834.999999,7321.999999,2989,3871.999999,3563.000007,128.0000001,294.0000009,3141.000006,3939.00001,523.0000014,776.0000019,2640.000007,1235.000003,483.000001,448.0000013,304.0000004,1631.000003,1207.000002,295.0000007,129.0000003,30160.00001,1098.000001,31258.00001,28852.00001,2406.000002,859.0000006,28852.00001,2089.000002,50.00000003,0,0,46.00000006,0,0,118.9999999,102.0000001,383,1896,39164,54,271,,,,,,,,,,,,,,,,,,,,,,,,
North Park,18514,17931,18450.99999,4474.999997,3878.999998,3315.999998,3115.999998,1739.999999,1149,776.0000001,39.23881323,9683.999996,2973.999998,565.9999999,4547.999997,678.9999997,17776,14858,9030.999999,8405.999999,624.9999994,5827.000001,418,7696.999999,4730.999999,882.9999995,1331,628.0000003,124,85704.99974,1229.999999,2707.999999,1995.999998,622.9999994,12590.99999,1641.999999,2311.999999,2109.999999,703.9999998,3659.999998,2162.999999,1610.999998,1442.999999,955,668.9999997,884.9999998,993.9999996,54827.95701,6556.999997,3287.000001,3270.000002,549.9999997,7107.000004,2196,97.00000011,972.0000003,1237.000001,2572.000003,5.522484755,205.9999999,1371.000002,2415,3115.000002,1946.684451,1845.000002,2516.000001,1956,513.9999999,276,360.9999998,1127.999999,1394.999999,331.9999998,312991.2664,6525,Health Care,Retail Trade,Accommodation and Food Service,Education,Professional,1054,708,645,643,549,5023,Health Care,Retail Trade,Manufacturing,Education,Wholesale Trade,993,714,546,541,406,Outside of Chicago,The Loop,Near North Side,Near West Side,Lincoln Square,2840,978,432,253,197,Outside of Chicago,West Ridge,North Park,Albany Park,Belmont Cragin,2438,234,188,149,117,,,,12545.36996,,,,,,,,,,,5.78007768,1613.606662,250.8373656,0.15545137,247.8411877,0.153594549,5.21448075,0.003231569,79.26175296,0.049120864,390.9772243,0.242300205,70.33218996,0.043586948,316.2174052,0.195969323,n/a,n/a,244.5678055,0.151565937,8.357249774,0.005179236,2138.999998,1820.999999,975.0000001,1622,4049.999999,377.0000001,2506.999998,1154.999998,36.99999989,230.9999993,886.999999,1785.999999,129.9999999,399.9999996,1256,935.9999997,289,363.0000002,283.9999995,2475.999998,1736.999999,521.9999998,216.9999996,9893.000001,7365.999999,17259,7697.000001,9561.999999,4138,7697.000001,1977.999999,855.9999999,196,821.9999998,1094.999999,640.0000008,664.0000004,2653,658.0000003,10336,2652,452,4415,659,,,,,,,,,,,,,,,,,,,,,,,,
Norwood Park,37543,37023,37311.96762,7753.076424,6584.941711,7571.02202,8293.001295,3568.071244,2100.023316,1441.831606,43.71898828,29761.07124,5071.091967,281.0660621,1346.435233,852.3031097,36767.5429,30751.94054,19844.95569,19058.69644,786.2592521,10906.98485,703.0037376,18057.54784,14617.18691,1217.149532,1839.123737,279.7444856,104.3431774,79254.99984,1827.683014,5102.503545,5987.495455,2119.842265,28063.95466,2085.531088,7391.652849,5474.768135,2166.870466,7211.976685,3733.15544,2330.989843,2253.396164,2504.783296,1889.671558,3104.976298,2948.569979,80649.45088,15032.38714,11635.9129,3395.567745,909.340858,15940.78388,10946.60645,230.0000001,1237.000001,767.693549,2759.483873,6.081013343,259.1129035,2472.570969,9571.151613,3637.948389,1953.492621,1869.706453,5215.75484,6369.961291,1912.532259,572.829032,979.7866821,3982.638828,5877.093681,726.1275402,319693.6651,18679,Health Care,Education,Public Administration,Retail Trade,Professional,2343,2288,2157,1519,1442,13557,Health Care,Administration,Accommodation and Food Service,Retail Trade,Transportation,7496,1297,835,737,611,Outside of Chicago,The Loop,Near North Side,Norwood Park,Near West Side,8778,4439,824,667,585,Outside of Chicago,Norwood Park,Portage Park,West Ridge,Dunning,7750,667,298,261,253,,,,14196.29054,,,,,,,,,,,1.324893197,2799.795813,1320.782312,0.47174237,133.6968989,0.047752375,13.14411831,0.00469467,98.05105154,0.035020787,197.6347709,0.070588994,15.39839564,0.005499828,895.5346184,0.319857117,n/a,n/a,111.9214146,0.039974849,13.63223333,0.00486901,5088.805871,4617.516932,2150.77991,3175.284425,9286.755082,583.4130926,5745.632056,1653.687565,43.0000001,21.99999991,1588.687565,2577.282612,454.1718909,690.1764421,1432.934279,2452.137009,1162.4363,608.8326599,680.8680499,7936.20122,5324.151672,2043.644087,568.4054609,28541.19886,6431.539065,34972.73793,24839.02353,10133.71439,3608.979814,24839.02353,3133.036073,4082.984487,133.9999997,485.9999998,388.2287858,99.88654201,252.3441116,1365.234392,192,33176,2404,332,1212,419,,,,,,,,,,,,,,,,,,,,,,,,
Oakland,6110,5918,6850.000002,2345.000001,1253,1638,987.0000003,441.0000001,158,27.99999997,33.1517094,155,270,6284.000002,96.99999994,44.00000001,6850.000002,4962.999997,3437.999998,2768.999998,668.9999996,1524.999999,225.9999997,2423.999998,1388.999999,184.9999998,690.9999998,131.9999999,26.99999997,0,1269,1442,259,126,4010.000001,477.0000001,964.0000002,1068,225,668.0000003,608,1379.000001,742.0000002,419,208.0000001,158.0000002,190.0000001,28611.11111,3096.000001,578.0000003,2518,252.0000001,3348,329.0000002,142,92,242,2543,4.557659208,1330,883,739.9999998,395.0000002,1981.328671,1117,1067,898,141.0000001,125,89.00000001,212.0000001,188.0000002,89.00000004,291428.5715,2556,Health Care,Education,Administration,Accommodation and Food Service,Retail Trade,500,319,279,235,213,127,Health Care,Education,Retail Trade,Professional,Real Estate,90,15,9,3,3,The Loop,Outside of Chicago,Near North Side,Near West Side,Hyde Park,650,591,275,209,93,Outside of Chicago,Chatham,South Shore,Oakland,Auburn Gresham,46,9,9,8,4,,,,8067.038853,,,,,,,,,,,8.019721121,372.036837,25.68035992,0.06902639,56.80901625,0.152697289,0.142606977,0.000383314,2.285026309,0.006141936,63.40070854,0.170415137,n/a,n/a,117.1550084,0.314901635,n/a,n/a,66.71483932,0.179323209,39.84927127,0.10711109,1463.000001,673.0000003,437.0000001,523.0000001,1552.000001,812.0000001,1544.000001,1056,32.99999999,313,709.9999998,906.9999998,126,273.9999999,506.9999998,418.9999999,147.9999999,162,109,555.9999999,315.9999999,162,77.99999997,5819.999996,550.9999999,6370.999996,5549.999997,820.9999991,148.9999999,5549.999997,342.9999995,0,16.99999997,0,0,0,36.99999993,89.99999984,333.9999999,40,58,5957,8,47,,,,,,,,,,,,,,,,,,,,,,,,
